|CNN's @jimsciutto visits a nuclear submarine as deep-sea tensions with Russia grow https://t.co/JX5ozTZ7uV https://t.co/OzaHu3rQsT|`|0|`|20160505_11|`|CNNPolitics|
|RT @NewDay: Here are your late-night laughs! "Donald Trump" sounds of on latest victory on 'The Tonight Show' https://t.co/HOV78e8j78|`|0|`|20160505_11|`|CNNPolitics|
|Watch the Obamas dance with stormtroopers, R2-D2 on #StarWarsDay https://t.co/LgLO3JDK4O #MayThe4thBeWithYou https://t.co/Xd2ySNBYs0|`|0|`|20160505_11|`|CNNPolitics|
|Why Hillary Clinton isn't pushing Bernie Sanders to exit the race https://t.co/AZ57Vtf5lv https://t.co/QdOVXXKZ07|`|0|`|20160505_10|`|CNNPolitics|
|Sanders can't win the nomination with pledged delegates, but aides hope he can block Clinton https://t.co/YiJ2zhzdlp https://t.co/jZj8atBq2z|`|0|`|20160505_10|`|CNNPolitics|
|With Trump in, George W. Bush will not "participate" in the White House contest https://t.co/oMNXIgPh7u https://t.co/TVJkr6ERqK|`|0|`|20160505_09|`|CNNPolitics|
|A Ted Cruz donor sat on $9 million in a super PAC https://t.co/YzqC9O6VCo via @teddyschleifer https://t.co/53gtxdFEtg|`|0|`|20160505_09|`|CNNPolitics|
|Donald Trump's white voter problem https://t.co/J7qkGKcD2U via @niaCNN https://t.co/Ke9AAW6AhI|`|0|`|20160505_08|`|CNNPolitics|
|Mitch McConnell is "committed to supporting" Donald Trump https://t.co/V838Kn9Cze via @ericbradner https://t.co/iTBvkRTBD3|`|0|`|20160505_08|`|CNNPolitics|
|President Barack Obama takes a sip of water in #Flint as he assesses the city's water crisis https://t.co/Z7RqeVYVdL https://t.co/rQOCgU4h2R|`|0|`|20160505_07|`|CNNPolitics|
|Donald Trump begins weighing vice president options https://t.co/fpyqMosWLt https://t.co/zFmuJu1Cnu|`|0|`|20160505_07|`|CNNPolitics|
|Hillary Clinton turns her attention to Trump after he claims the presumptive nominee mantle https://t.co/wMIg1bXE6M https://t.co/3ur4oDyXck|`|0|`|20160505_06|`|CNNPolitics|
|Mike Huckabee says he's "all in" for Donald Trump https://t.co/GsuM9tohek via @TalKopan https://t.co/56BUPfa0mi|`|0|`|20160505_06|`|CNNPolitics|
|Donald Trump says he will "mostly likely" fundraise in the general election https://t.co/4FR2JHGTDP https://t.co/NnXCIe8Cl8|`|0|`|20160505_05|`|CNNPolitics|
|The Republican Party wakes up to a Donald Trump ? the presumptive nominee https://t.co/cUYE4VcMwX via @mj_lee https://t.co/uhPc1BA4rw|`|0|`|20160505_05|`|CNNPolitics|
|Donald Trump is the presumptive GOP nominee, and four other takeaways from the #INPrimary https://t.co/PWEoOb3EBY https://t.co/HEOSs71vNR|`|0|`|20160505_04|`|CNNPolitics|
|Donald Trump's win ends the talk of contested GOP convention https://t.co/5lYMUQU3Cq via @moody https://t.co/dmMALbTHdO|`|0|`|20160505_04|`|CNNPolitics|
|The road to 270: The electoral college map https://t.co/S5WRMSix2A via @DavidChalian https://t.co/lGryMyAiQ0|`|0|`|20160505_03|`|CNNPolitics|
|Inside the Ted Cruz meltdown https://t.co/0U0KeNLaD5 via @ericbradner &amp; @mj_lee https://t.co/A8yHqhtnlW|`|0|`|20160505_03|`|CNNPolitics|
|Erick Erickson says conservatives eye a third party candidate https://t.co/2mNJEfuyNV https://t.co/NbksbqltET|`|0|`|20160505_01|`|CNNPolitics|
|How Donald Trump defied all odds https://t.co/BODWliTxjo via @StCollinson https://t.co/dFXPctdF4u|`|0|`|20160505_01|`|CNNPolitics|
|Democrats tie Donald Trump to vulnerable GOP Senate candidates https://t.co/k2YkErjNw1 https://t.co/2N9rghogqm|`|0|`|20160505_01|`|CNNPolitics|
|CNN/ORC poll: Hillary Clinton leads Donald Trump by double digits https://t.co/KuabFGDHke https://t.co/qoIgNge9WM|`|0|`|20160505_01|`|CNNPolitics|
|A judge approves depositions by State Department officials about Clinton's email server https://t.co/bkzamjWZtY https://t.co/rZJl4MWDxH|`|0|`|20160505_00|`|CNNPolitics|
|The road to 270: The electoral college map https://t.co/S5WRMSix2A via @DavidChalian https://t.co/IUE5inAFvm|`|0|`|20160505_00|`|CNNPolitics|
|Mitch McConnell is "committed to supporting" Donald Trump https://t.co/V838KmS1HG via @ericbradner https://t.co/Ko13UQafVO|`|0|`|20160505_00|`|CNNPolitics|
|Donald Trump's white voter problem https://t.co/J7qkGJV2bm via @niaCNN https://t.co/NRYxcbChz7|`|0|`|20160505_00|`|CNNPolitics|
|Tesla lost money, but not that much money @bySamRo https://t.co/ioA65PlkLH $TSLA https://t.co/Wo3zsCLYmK|`|1|`|20160505_11|`|YahooFinance|
|Hedge fund managers lose their swagger https://t.co/Zj1u5EBKdF https://t.co/XfvRjV7O7T|`|1|`|20160505_11|`|YahooFinance|
|Europe shares, oil snap four-day losing streaks https://t.co/XNH8oerfix https://t.co/V76w2FjSzH|`|1|`|20160505_11|`|YahooFinance|
|Tony Blair: The whole world has a Donald Trump problem @serwer https://t.co/PWHNg5a8xx https://t.co/Q9XUsFxd4T|`|1|`|20160505_11|`|YahooFinance|
|Gold falls for fourth straight session on dollar rebound https://t.co/xd8HZMsRJY https://t.co/iFHwuXrbqs|`|1|`|20160505_11|`|YahooFinance|
|China weightage slashed in new JPMorgan Asia credit index https://t.co/KDumwV0JjA https://t.co/AH531hKNP8|`|1|`|20160505_11|`|YahooFinance|
|Bangladesh Bank officials say to meet NY Fed, SWIFT; seek to recover stolen money https://t.co/MmdBXtMbAR https://t.co/NHjA8qrlta|`|1|`|20160505_11|`|YahooFinance|
|World food prices edge up in April, 10 percent lower year/year https://t.co/cVt8k2m7V3 https://t.co/fXzklEPTjD|`|1|`|20160505_10|`|YahooFinance|
|Hecla Mining beats 1Q profit forecasts https://t.co/x8pE5RU6y6 $HL https://t.co/5NvteZ3lfR|`|1|`|20160505_10|`|YahooFinance|
|Oil rallies as Canada fire and Libya violence threaten supply https://t.co/659cysHJhM https://t.co/NlnbL12LYh|`|1|`|20160505_10|`|YahooFinance|
|Whole Foods protects profits in second quarter as it cuts prices https://t.co/eRQ6QcVppd $WFM https://t.co/78V7oGHEg1|`|1|`|20160505_10|`|YahooFinance|
|Wells Fargo problem loans jump 62 percent, driven by energy https://t.co/odxzAPEuNg https://t.co/H0Y1IySkJ6|`|1|`|20160505_10|`|YahooFinance|
|Druckenmiller: The Fed has no end game, and now 'the chickens are now coming home to roost? https://t.co/yiIsAssGfs https://t.co/VYYztzz57a|`|1|`|20160505_09|`|YahooFinance|
|Cable, 'Deadpool' help Fox earnings meet forecasts https://t.co/tvQJCsSKSF $FOXA https://t.co/DC2EFY0WYh|`|1|`|20160505_09|`|YahooFinance|
|David Einhorn: Short Caterpillar @SallyPancakes $CAT https://t.co/1Xjp196Hxk https://t.co/OLQhXq08C2|`|1|`|20160505_03|`|YahooFinance|
|Tesla production, spending rising, 500,000 cars planned in 2018 https://t.co/1BUw2hqOk7 $TSLA https://t.co/qElv9NRX4f|`|1|`|20160505_02|`|YahooFinance|
|Hedge fund manager who nailed oil's collapse reveals his next big trade @SallyPancakes https://t.co/TViRsDovPW https://t.co/TL562hU0V3|`|1|`|20160505_02|`|YahooFinance|
|Medical errors are leading killer after heart disease and cancer, study finds https://t.co/XRKas7fqXu https://t.co/A5ANhKXcLG|`|1|`|20160505_01|`|YahooFinance|
|Gundlach Warns: ?Prepare for a Trump presidency? @SallyPancakes https://t.co/YwaqoU02cj https://t.co/qdNCf33Odu|`|1|`|20160505_01|`|YahooFinance|
|Looking for advice on how to save on college costs? Tweet your questions &amp; @themoneycoach will answer! https://t.co/V8b6F9JuAw|`|1|`|20160505_01|`|YahooFinance|
|The rise of athleisure is eating into the profits of regular clothes https://t.co/lkdraitTTH https://t.co/f8xDNTiYo5|`|1|`|20160505_00|`|YahooFinance|
|The best Disney World vacation hacks https://t.co/wPt9ApOHeW $DIS https://t.co/e3lv12EKsB|`|1|`|20160505_00|`|YahooFinance|
|Amazon could be a $3 trillion company, says top VC - @SallyPancakes $AMZN https://t.co/BhzpVHoopH https://t.co/qv3dL2TlkX|`|1|`|20160505_00|`|YahooFinance|
|Millennials change the complexion of the beauty business https://t.co/smAbLaGalV https://t.co/wgWwW2iAxk|`|1|`|20160505_00|`|YahooFinance|
|Strong U.S. services sector data buoys economic outlook https://t.co/EjPlbcNelR https://t.co/JmHTkyRAOQ|`|1|`|20160505_00|`|YahooFinance|
|Patric Hornqvist's OT goal puts Capitals on brink of elimination: https://t.co/1xYuxmVZb1 https://t.co/Jvitp16cEe|`|2|`|20160505_09|`|YahooSports|
|RT @YahooForde: Column: Will the Kentucky Derby/Triple Crown suffer an American Pharoah hangover or enjoy an American Pharoah surge? https:?|`|2|`|20160505_08|`|YahooSports|
|Jordan Spieth says even par will be a great score at U.S. Open host Oakmont: https://t.co/zgRfV8xXyn|`|2|`|20160505_08|`|YahooSports|
|Connor McDavid truthers hijack Calder Trophy debate: https://t.co/0SfurUuF4l https://t.co/sJzgfHCaRQ|`|2|`|20160505_07|`|YahooSports|
|Former NFL QB Ryan Leaf says prison helped him turn his life around. https://t.co/45o2Qi88Qd|`|2|`|20160505_07|`|YahooSports|
|RT @YahooSoccer: Leicester richly deserves its #EPL crown, but the big clubs deserve blame for their stumbles, writes @JGulinoLA --&gt; https:?|`|2|`|20160505_06|`|YahooSports|
|RT @ChrisMannixYS: Links to @TheVertical Pod w/Koufos, Marks

Stitcher: https://t.co/BFtaPRS1Fq
TuneIn: https://t.co/lmMwpicfjl
Art19: http?|`|2|`|20160505_06|`|YahooSports|
|From @DanWetzel: Big 12 should push to expand the playoff, not its conference. https://t.co/UvhrRWjHXW https://t.co/Av0oKyTSdz|`|2|`|20160505_05|`|YahooSports|
|Oscar de la Hoya details how he saw Donald Trump cheat at golf: https://t.co/dGZUnT6u2W|`|2|`|20160505_05|`|YahooSports|
|Fan takes opportunistic selfie with player who fell into stands: https://t.co/89Rex3F2AK|`|2|`|20160505_04|`|YahooSports|
|The Cavs couldn't stop making 3s in historic blowout of the Hawks: https://t.co/PZuaTU0wYQ https://t.co/2YQWBQBnGs|`|2|`|20160505_04|`|YahooSports|
|Hawks' Twitter account unravels in Cavs' record-setting 3-point barrage: https://t.co/rFMKwbGNa3|`|2|`|20160505_04|`|YahooSports|
|Panthers kicker, NASCAR driver get a taste of the other's jobs: https://t.co/7FOQzxEWr8|`|2|`|20160505_03|`|YahooSports|
|Jon Lester's relationship with first base is still complicated: https://t.co/uxhdi3w3ds|`|2|`|20160505_03|`|YahooSports|
|J.B. Bickerstaff withdraws from consideration for Rockets job, sources tell @WojVerticalNBA on @TheVertical: https://t.co/xssOVw0OWs|`|2|`|20160505_02|`|YahooSports|
|RT @YourManDevine: ?My teammates keep telling me, when I?m open, shoot the ball. I feel like I?m open most of the time, so I shoot it.? J.R?|`|2|`|20160505_02|`|YahooSports|
|Giancarlo Stanton's 'Star Wars Day' workout shows how Chewbacca gets swole: https://t.co/iFek1QYfyP|`|2|`|20160505_01|`|YahooSports|
|RT @MrMichaelLee: Kyrie Irving hits another one. Cavs just set new record for 3s in a playoff game with 22. Still more than 16 minutes left?|`|2|`|20160505_01|`|YahooSports|
|Cubs minor-leaguer shows off impressive freestyle rap skills: https://t.co/bxTGvdlAEl|`|2|`|20160505_01|`|YahooSports|
|RT @MrMichaelLee: LeBron loves it https://t.co/fiFVO92EvR|`|2|`|20160505_01|`|YahooSports|
|RT @ATLHawks: Halftime https://t.co/WxQhCekA5L|`|2|`|20160505_01|`|YahooSports|
|RT @TheVertical: .@NickDePaula is live on Facebook talking Air Jordans &amp; answering your sneaker questions. Watch here: https://t.co/591969B?|`|2|`|20160505_01|`|YahooSports|
|Indians fan takes the coolest ballpark selfie you've ever seen: https://t.co/LhIilxP2En|`|2|`|20160505_00|`|YahooSports|
|RT @YahooSportsNHL: Jay Beagle scores for Caps, Sidney Crosby replies for Penguins, it's 1-1 after the first period in Game 4, Pittsburgh l?|`|2|`|20160505_00|`|YahooSports|
|RT @MrMichaelLee: Cavs are 12-17 from 3 &amp; 4-16 from 2. Uh, keep shooting 3s|`|2|`|20160505_00|`|YahooSports|
|RT @TheVertical: Latest on Houston's coaching search, Frank Vogel's future and Luke Walton's Lakers staff. @WojVerticalNBA report. https://?|`|2|`|20160505_00|`|YahooSports|
|RT @NickDePaula: Tune into my latest @TheVertical sneaker chat soon at 9 PM EST on https://t.co/JbroMJyUic

Send me any shoe industry quest?|`|2|`|20160505_00|`|YahooSports|
|Bellator fighter Jordan Parsons dies after hit-and-run accident: https://t.co/WlCD0xI3n8 https://t.co/1ezVFlKzla|`|2|`|20160505_00|`|YahooSports|
|RT @YahooSportsNHL: #playoffs|`|2|`|20160505_00|`|YahooSports|
|Pivotal scores $253 million Series C led by Ford on hefty $2.8 billion valuation https://t.co/GLvMbNMzCF by @ron_miller|`|3|`|20160505_11|`|TechCrunch|
