|Convenience Store Robbery Suspect Hits Again - Crime Stoppers Featured Case #16-11 (Photo) https://t.co/8uyxHA6zZR https://t.co/jGZE6Oheu0|`|5|`|20160524_22|`|new_CrimeStoppersOR|
|UPDATE - SUSPECT STRIKES AGAIN: Crime Stoppers Featured Case #16-11 Plaid Pantry Robbery (? https://t.co/z3LGqriNO6 https://t.co/7YdEcDxyd0|`|5|`|20160524_18|`|new_CrimeStoppersOR|
|Crime Stoppers Featured Case #16-11 Plaid Pantry Robbery (Photo) https://t.co/NsjXjUTwjv https://t.co/UPkBEJ9Prx|`|5|`|20160524_15|`|new_CrimeStoppersOR|
|Crime Stoppers Featured Case #16-10 - Subway Robbery (Photo) https://t.co/ZJ4Oy5SAnK https://t.co/dspUylLCu5|`|5|`|20160523_15|`|new_CrimeStoppersOR|
|Deceased Baby Investigation Remains Unsolved After Three Years - Crime Stoppers Featured C? https://t.co/Ik5bV8hkgO https://t.co/51wTHsryDF|`|5|`|20160520_15|`|new_CrimeStoppersOR|
|Crime Stoppers Featured Case #16-09 - Stolen Paintings (Photo) https://t.co/0vQFKyFg1I https://t.co/lRPukdzvSf|`|5|`|20160519_17|`|new_CrimeStoppersOR|
|Homicide of 16-Year-Old Young Man Remains Unsolved - Crime Stoppers Featured Case #14-18 (? https://t.co/EYkrRuCbru https://t.co/ljhrnk489m|`|5|`|20160516_20|`|new_CrimeStoppersOR|
|Homicide of 16-Year-Old Young Man Remains Unsolved. If you know something, say something. https://t.co/3PmYorONSD https://t.co/SGcORbo6Yl|`|5|`|20160516_19|`|new_CrimeStoppersOR|
|RT @PortlandPolice: If you know something, say something. The family deserves justice. Call detectives or send tips to @crimestoppersor htt?|`|5|`|20160510_22|`|new_CrimeStoppersOR|
|Crime Stoppers Tip Leads to Identification, Arrest and Conviction of Assault Suspect in Po? https://t.co/kLUrWfMK5l https://t.co/Q4ybNuo7po|`|5|`|20160502_17|`|new_CrimeStoppersOR|
|Gun violence can be stopped with your help. Call 9-1-1 to report gun crimes in progress.|`|5|`|20160502_16|`|new_CrimeStoppersOR|
|Do you have information that will solve a felony crime and you need to remain anonymous?  Visit https://t.co/q6pjn43IpQ|`|5|`|20160430_17|`|new_CrimeStoppersOR|
|Do you want to help in stopping gang and gun violence? Good information via @EIEpdx #EnoughIsEnoughPDX https://t.co/vU3n6sHMZB|`|5|`|20160429_20|`|new_CrimeStoppersOR|
|RT @PortlandPolice: If you know something, say something. D'Andre Dickerson's family marks 1-year anniversary of his unsolved slaying https?|`|5|`|20160415_17|`|new_CrimeStoppersOR|
|One Year Later, Homicide of D'Andre Dickerson Remains Unsolved - Crime Stoppers Featured C? https://t.co/GvF15KITSm https://t.co/vt0FYHmg1H|`|5|`|20160414_16|`|new_CrimeStoppersOR|
|One Year Later, Homicide of Homeless Man Remains Unsolved - Crime Stoppers Featured Case #? https://t.co/FbC67jOItY https://t.co/lLihd2RfK6|`|5|`|20160408_16|`|new_CrimeStoppersOR|
|Reward Offered in 1974 Homicide of Martha Morrison - Crime Stoppers Featured Case #16-08 (? https://t.co/9vLt6gt04j https://t.co/L6DUsRqCkH|`|5|`|20160316_20|`|new_CrimeStoppersOR|
|RT @PortlandPolice: Mother pleads for gang-crime witnesses to break code of silence https://t.co/xee1Tjihct via @@KGWNews|`|5|`|20160311_23|`|new_CrimeStoppersOR|
|Crime Stoppers Featured Case #16-07 Stabbing (Photo) https://t.co/RvthPn4gF4 https://t.co/0vjxRDBmYu|`|5|`|20160307_17|`|new_CrimeStoppersOR|
|Reward offered in shooting death of man in SE Portland https://t.co/fxa14CCBiI|`|5|`|20160304_19|`|new_CrimeStoppersOR|
|Sister remembers her protector as reward offered for SE Portland homicide https://t.co/kMMH4y6pnR|`|5|`|20160304_19|`|new_CrimeStoppersOR|
|No suspects, reward offered in Baechler slaying https://t.co/CwKZs8HhEP via @koinnews|`|5|`|20160304_19|`|new_CrimeStoppersOR|
|Reward Offered in Gary Baechler Homicide Case - Crime Stoppers Featured Case #16-06 (Photo) https://t.co/8anX617eD9 https://t.co/KMvWiaJeSC|`|5|`|20160303_18|`|new_CrimeStoppersOR|
|Crime Stoppers Featured Case #16-05 Armed Robbery (Photo) https://t.co/L0vfS71tnt https://t.co/Zi36h4xSme|`|5|`|20160302_22|`|new_CrimeStoppersOR|
|Do you have information about who killed Timm Kruger? Cold Case Homicide detectives would like to hear from you. https://t.co/g3dFo5qiYp|`|5|`|20160221_16|`|new_CrimeStoppersOR|
|Our thoughts are with family, friends of @MissDPS Agent Lee Tartt, shot and killed early this morning. #NeverForget https://t.co/lEYaYBS08x|`|5|`|20160221_09|`|new_CrimeStoppersOR|
|Family pleads for help finding Portland woman's killer || https://t.co/P2x1uqpYF6 https://t.co/sKKBKoIAS0 via @@KGWNews|`|5|`|20160219_21|`|new_CrimeStoppersOR|
|Police, family search for clues in Portland's woman's 2009 murder. https://t.co/ZGOYXywKSc https://t.co/HfANMM20ET|`|5|`|20160216_02|`|new_CrimeStoppersOR|
|2009 Homicide of Jeanine Toth Remains Unsolved - Crime Stoppers Featured Case #11-23 (Phot? https://t.co/a2gk8i77Vh https://t.co/YHGGBisIM9|`|5|`|20160215_18|`|new_CrimeStoppersOR|
|2009 Homicide of Jeanine Toth Remains Unsolved - Crime Stoppers Featured Case #11-23 https://t.co/9bub7c6G8a https://t.co/Ze3q0TzggM|`|5|`|20160215_18|`|new_CrimeStoppersOR|
|Cold Case: The disappearance of Katie Eggleston https://t.co/ooutth2Jvh via @koinnews|`|5|`|20160211_19|`|new_CrimeStoppersOR|
|Suspect Sketches Released in Stabbing, Assault Case in Southeast Portland - Crime Stoppers? https://t.co/FtEwwsbxJi https://t.co/xEGij77PaP|`|5|`|20160127_20|`|new_CrimeStoppersOR|
|Suspect Sought in Vancouver Stabbing Case - Crime Stoppers Featured Case #16-03 (Photo) https://t.co/QYEOxBhZ1a https://t.co/4ZeuBeNdMB|`|5|`|20160125_17|`|new_CrimeStoppersOR|
|Reward Offered in Arson to Homeless Person's Tent - Crime Stoppers Featured Case #16-02 (P? https://t.co/BDcN17uH2v https://t.co/2E5D4eMFnC|`|5|`|20160120_22|`|new_CrimeStoppersOR|
|RT @PortlandPolice: $10,000 Reward Offered by Family to Solve 2015 Homicide of Maurice Gatson (Photo) https://t.co/EFmWTHATq6 https://t.co/?|`|5|`|20160112_18|`|new_CrimeStoppersOR|
|UPDATE: Crime Stoppers Featured Case #16-01 - Wanted Burglary Suspect https://t.co/YeupmQnjw2 https://t.co/6R6FKHThjL|`|5|`|20160108_00|`|new_CrimeStoppersOR|
|Crime Stoppers Featured Case #16-01 - Wanted Burglary Suspect (Photo) https://t.co/9pzFcZ1Hg3 https://t.co/guf654wRCc|`|5|`|20160106_23|`|new_CrimeStoppersOR|
|2007 Homicide of Donald Brown Remains Unsolved - Crime Stoppers Featured Case #15-03 (Phot? https://t.co/A7Y6UNYs6x https://t.co/hLdMY877JF|`|5|`|20160106_19|`|new_CrimeStoppersOR|
|Today is the anniversary of the death of  Aaron Prasad-King. Help solve this Cold Case homicide. https://t.co/LVv2LYlo9R|`|5|`|20151231_16|`|new_CrimeStoppersOR|
