|b'CNN projects Donald Trump will win Indiana, putting him on the cusp of the GOP nomination https://t.co/ztcmPFkBtC https://t.co/Tt3789AGWZ'|`|0|`|20160503_23|`|CNNPolitics|
|b"It's a tight race in the Democratic #INPrimary. Follow along for updates: https://t.co/KVj8IQMNGZ https://t.co/ykuEb8WBOM"|`|0|`|20160503_23|`|CNNPolitics|
|b'RT @diannaheitz: It?s tight in #IndianaPrimary for Dems. Follow along here: https://t.co/VMM12lCpqN https://t.co/i1k9inXVix'|`|0|`|20160503_23|`|CNNPolitics|
|b'Bernie Sanders: We are fighting for the future of America #INPrimary https://t.co/KVj8IR4p5z https://t.co/iGDJUJu6J4'|`|0|`|20160503_23|`|CNNPolitics|
|b'RT @pivit: .@BernieSanders is making a comeback in Indiana. Now up to 36% to win. https://t.co/Vp5K1Kdx4l'|`|0|`|20160503_23|`|CNNPolitics|
|b'Follow along for live updates from the #INPrimary https://t.co/KVj8IQMNGZ https://t.co/W3nqlAcKjN'|`|0|`|20160503_23|`|CNNPolitics|
|b'CNN projects Donald Trump will win the Indiana Republican primary https://t.co/KVj8IR4p5z https://t.co/D2733jOLah'|`|0|`|20160503_23|`|CNNPolitics|
|b'#Breaking: CNN projects Donald Trump will win the Indiana Republican primary https://t.co/DkPyle0Wrv https://t.co/dbitjFLMjz'|`|0|`|20160503_23|`|CNNPolitics|
|b'Stand by for #CNNElection projection https://t.co/DkPyle0Wrv https://t.co/mhgphFUKn1'|`|0|`|20160503_22|`|CNNPolitics|
|b'Follow along for live updates from the #INPrimary https://t.co/KVj8IQMNGZ https://t.co/HGWS0ySEDR'|`|0|`|20160503_22|`|CNNPolitics|
|b'Buzz grows in Democratic circles over Tim Kaine as a running mate for Hillary Clinton https://t.co/cuRhV7zuTh https://t.co/KI3qLqIwQe'|`|0|`|20160503_22|`|CNNPolitics|
|b'RT @CNN: Follow live updates on the Indiana primary from @CNNPolitics https://t.co/fw0L1qov3f #INPrimary https://t.co/T3H5g7HkO1'|`|0|`|20160503_22|`|CNNPolitics|
|b'RT @mkraju: Many Ds we talked to over last several days want Hillary to select Tim Kaine as VP. w/ @deirdrewalshcnn  https://t.co/puUQF3F71R'|`|0|`|20160503_22|`|CNNPolitics|
|b'#INPrimary exit polls: About 40% of voters say the economy is their top issue https://t.co/U3MvstjZCZ https://t.co/gq7xPF4g5T'|`|0|`|20160503_22|`|CNNPolitics|
|b'Former Reagan campaign manager Ed Rollins joins a pro-Trump super PAC https://t.co/c8Mvzmk8Bh via @JDiamond1 https://t.co/n2NKn4jaSk'|`|0|`|20160503_22|`|CNNPolitics|
|b'The first polls in Indiana are closing. Watch for #INPrimary results here: https://t.co/DkPyleixj3 https://t.co/nVOFVbUp6Q'|`|0|`|20160503_22|`|CNNPolitics|
|b'#INPrimary exit polls: 70% of Democratic voters consider themselves "liberal" https://t.co/KVj8IR4p5z https://t.co/20TIPFH5rB'|`|0|`|20160503_21|`|CNNPolitics|
|b"John McCain's son slams critics of an ad featuring an interracial couple https://t.co/LyKebtQ0pa via @Deena_CNN https://t.co/YqLY9c31Cl"|`|0|`|20160503_21|`|CNNPolitics|
|b"Hillary Clinton backs West Virginia Sen. Joe Manchin's plan to tax opioids https://t.co/IsaB8xZIFy https://t.co/LNkSi6aOW1"|`|0|`|20160503_21|`|CNNPolitics|
|b'RT @TalKopan: Only one state voting in #PrimaryDay today, but it could be decisive. Follow the live blog: https://t.co/sbFlrBZBwR https://t?'|`|0|`|20160503_21|`|CNNPolitics|
|b'#INPrimary exit polls: Most GOP voters say the nominating process has been fair https://t.co/KVj8IR4p5z https://t.co/CtCnxCgU3Q'|`|0|`|20160503_21|`|CNNPolitics|
|b"Bobby Jindal says he'd vote for Trump over Clinton but that he won't be happy about it https://t.co/8FUdnF5ndl https://t.co/x3HwitcdVk"|`|0|`|20160503_21|`|CNNPolitics|
|b'RT @TalKopan: Bobby Jindal says he?ll vote for Donald Trump, but he won?t be happy about it: https://t.co/kKnj8tZOBn'|`|0|`|20160503_21|`|CNNPolitics|
|b'The Ted Cruz-Donald Trump fight boils over https://t.co/Jybt6m7mSl via @StCollinson #INPrimary https://t.co/HdGNtwLpg0'|`|0|`|20160503_20|`|CNNPolitics|
|b'RT @treyzCNN: Alleged spy\'s backers seek to "take back the narrative" @CNNPolitics https://t.co/qcKYXjkOQ1'|`|0|`|20160503_20|`|CNNPolitics|
|b'The website "Bring Eddy Home" challenges the government\'s narrative against an alleged spy https://t.co/U1XVzGC2gx https://t.co/I7dKDCNAEh'|`|0|`|20160503_20|`|CNNPolitics|
|b'RT @TheLeadCNN: .@JakeTapper: "There is no corroborative evidence that Ted Cruz\'s father ever met Lee Harvey Oswald." https://t.co/e5GP0RWV?'|`|0|`|20160503_20|`|CNNPolitics|
|b"Donald Trump's campaign manager slams Ted Cruz for downplaying #INPrimary after much hype https://t.co/Pt4BguAb5v https://t.co/WS6NRnChaD"|`|0|`|20160503_20|`|CNNPolitics|
|b'Ben Carson releases the two delegates he won in Nevada https://t.co/aO1PZbcKup via @Marshall_Cohen https://t.co/cthWETcEYI'|`|0|`|20160503_19|`|CNNPolitics|
|b'Bobby Jindal on Donald Trump: "I don\'t think he\'s a conservative at heart" https://t.co/6OZtrfIwim https://t.co/kc7JqjLnnO'|`|0|`|20160503_19|`|CNNPolitics|
|b"One of John McCain's former top advisers says he'd back Hillary Clinton over Donald Trump https://t.co/9XbhEff6mY https://t.co/wqrijBMHQB"|`|0|`|20160503_19|`|CNNPolitics|
|b"We're talking #INPrimary on Facebook Live. Join us here: https://t.co/eCQPIC63fm"|`|0|`|20160503_19|`|CNNPolitics|
|b'A paraplegic former Olympian says she was "humiliated" after a TSA pat-down https://t.co/gY1BmEz3eh https://t.co/tbBqZHFO5S'|`|0|`|20160503_19|`|CNNPolitics|
|b"Hillary Clinton's and Bernie Sanders' campaign spar over joint fundraising efforts https://t.co/j1h0pXRjOj https://t.co/oeHkFeDJDt"|`|0|`|20160503_19|`|CNNPolitics|
|b'Hillary Clinton invokes "Parks and Recreation" on #INPrimary day https://t.co/nD3ny4v110 via @JuliaManch https://t.co/GUjrf0yySJ'|`|0|`|20160503_19|`|CNNPolitics|
|b'The Ted Cruz-Donald Trump fight boils over https://t.co/Jybt6m7mSl via @StCollinson #INPrimary https://t.co/aqd8x0U3KL'|`|0|`|20160503_18|`|CNNPolitics|
|b"What to watch in Indiana's primary https://t.co/IRvPei9jnp via @ericbradner #INPrimary https://t.co/plaEAIqAiy"|`|0|`|20160503_18|`|CNNPolitics|
|b'Hillary Clinton and Bernie Sanders square off in a tight #INPrimary https://t.co/cEdcm8GZhS via @frates https://t.co/ZhNFo3d2HW'|`|0|`|20160503_18|`|CNNPolitics|
|b'RT @DylanByers: New @CNN: Ted Cruz, staring into twilight of campaign, attacks Rupert Murdoch &amp; Roger Ailes: https://t.co/TELQf8tg7u https:?'|`|0|`|20160503_18|`|CNNPolitics|
|b'A Ted Cruz surrogate makes a crude remark linking Trump and Clinton https://t.co/rKuafqdgqF via @DavidMarkDC https://t.co/hz0DYH9QFN'|`|0|`|20160503_18|`|CNNPolitics|
|b'.@jimsciutto surfaces from a nuclear attack sub off the Atlantic coast. Watch live: https://t.co/9Z9JlT37S9 https://t.co/T18v3Hshuk'|`|0|`|20160503_17|`|CNNPolitics|
|b"John McCain's son slams critics of an ad featuring an interracial couple https://t.co/LyKebtQ0pa via @Deena_CNN https://t.co/aOJ2oNuxfl"|`|0|`|20160503_17|`|CNNPolitics|
