|b"CNN's @jimsciutto visits a nuclear submarine as deep-sea tensions with Russia grow https://t.co/JX5ozTZ7uV https://t.co/GBeB5fQDLJ"|`|0|`|20160505_23|`|CNNPolitics|
|b'A Ted Cruz donor sat on $9 million in a super PAC https://t.co/YzqC9NPkKQ via @teddyschleifer https://t.co/8x0tsEF56T'|`|0|`|20160505_23|`|CNNPolitics|
|b'Eric Trump: Paul Ryan\'s comments were "a little silly" and "very benign" https://t.co/6OZtrfIwim https://t.co/8C21SiBiG1'|`|0|`|20160505_23|`|CNNPolitics|
|b'First on CNN: Rick Perry endorses Donald Trump for president https://t.co/XwvcJmWfEM via @DanaBashCNN https://t.co/rQF0oo9B4k'|`|0|`|20160505_23|`|CNNPolitics|
|b'Anti-Donald Trump forces ponder their options, including a Ben Sasse presidential bid https://t.co/UqwroabEP7 https://t.co/1WAA4Z1pKD'|`|0|`|20160505_23|`|CNNPolitics|
|b'First on CNN: The FBI interviews Clinton aides including Huma Abedin as part of email probe https://t.co/pfow6gOKmE https://t.co/G5u4e8T9Ci'|`|0|`|20160505_22|`|CNNPolitics|
|b'.@seanspicer: Paul Ryan and Donald Trump are setting up a meeting "between themselves" https://t.co/6OZtrfIwim https://t.co/8tbBlRfTAO'|`|0|`|20160505_22|`|CNNPolitics|
|b'.@seanspicer: @Reince is trying to set up a meeting between Paul Ryan and Donald Trump https://t.co/6OZtrfIwim https://t.co/Sn0lZQ21Gg'|`|0|`|20160505_22|`|CNNPolitics|
|b'Donald Trump responds to Paul Ryan: "I am not ready to support Speaker Ryan\'s agenda" https://t.co/xCof9oqupK https://t.co/a1H1StX3qA'|`|0|`|20160505_22|`|CNNPolitics|
|b"Catch today's edition of the CNN Politics app: The GOP wrestles with Trump as its nominee https://t.co/YFB2nB0sXZ https://t.co/P9Gtx9mb6i"|`|0|`|20160505_22|`|CNNPolitics|
|b'House Speaker Paul Ryan: "I\'m just not ready" to support Donald Trump as the GOP nominee https://t.co/xzLaxvkTPe https://t.co/MmTYbECt6N'|`|0|`|20160505_21|`|CNNPolitics|
|b'Pictured with a taco bowl, Donald Trump proclaims, "I love Hispanics!" https://t.co/jP3F4bBUvF via @sophie_tatum https://t.co/v6YUAmvvKX'|`|0|`|20160505_21|`|CNNPolitics|
|b'Senate GOP leaders ignore calls from conservatives wary of Trump to confirm Garland now https://t.co/LpBoKYTaw7 https://t.co/lcVrKuTahh'|`|0|`|20160505_21|`|CNNPolitics|
|b'.@jaketapper talks with Medal of Honor recipient Clinton Romesha on Facebook Live. Watch here: https://t.co/5tZid8ixk8'|`|0|`|20160505_21|`|CNNPolitics|
|b'President Obama shortens prison sentences for 58 more people https://t.co/is778bC7VD via @Kevinliptakcnn https://t.co/F3qk0GpRRv'|`|0|`|20160505_21|`|CNNPolitics|
|b'The FBI interviews top aides to Hillary Clinton as part of its email probe https://t.co/pfow6gOKmE https://t.co/bh0uBspF3d'|`|0|`|20160505_20|`|CNNPolitics|
|b'RT @evanperez: Tune in now to @TheLeadCNN for some news on Clinton email probe'|`|0|`|20160505_20|`|CNNPolitics|
|b'#Breaking: FBI interviews Clinton aides, including Huma Abedin, as part of its email probe https://t.co/pfow6gOKmE'|`|0|`|20160505_20|`|CNNPolitics|
|b'A Pentagon report says sexual assault cases in the military remain constant https://t.co/ooh1Bk0MTC https://t.co/jMXsQSxZ36'|`|0|`|20160505_20|`|CNNPolitics|
|b'Speaker Paul Ryan: "I just think you always run like everything\'s on the line" https://t.co/xzLaxvkTPe https://t.co/0m88i9FOdV'|`|0|`|20160505_20|`|CNNPolitics|
|b"Speaker Paul Ryan says he's still ruling out the possibility of a presidential run https://t.co/xzLaxvkTPe https://t.co/NTPZDFCLr9"|`|0|`|20160505_20|`|CNNPolitics|
|b'Paul Ryan: Donald Trump "won fair and square" https://t.co/xzLaxvkTPe https://t.co/BPooc8F5vs'|`|0|`|20160505_20|`|CNNPolitics|
|b'Paul Ryan on Donald Trump: "I hope to support our nominee" https://t.co/xzLaxvkTPe https://t.co/JH8mg3p8CZ'|`|0|`|20160505_20|`|CNNPolitics|
|b'Paul Ryan on Donald Trump: Conservatives want to know if he "shares our values" https://t.co/xzLaxvkTPe https://t.co/pf2eovFFvz'|`|0|`|20160505_20|`|CNNPolitics|
