|President Obama will honor friendly ties to Nordic nations with a state dinner today https://t.co/3mHpfa12wb https://t.co/WkRsQZsTzr|`|0|`|20160513_23|`|CNNPolitics|
|Donald Trump meets with GOP senators ? and potential VP picks https://t.co/qalq1aumMG https://t.co/cv5wvyuV0k|`|0|`|20160513_23|`|CNNPolitics|
|The House Judiciary Committee will hold hearings on whether to impeach the IRS chief https://t.co/mcCUPxiujT https://t.co/USlUtQsfTh|`|0|`|20160513_22|`|CNNPolitics|
|GOP megadonor Sheldon Adelson lines up behind Donald Trump https://t.co/hKD8XZiHqr via @JDiamond1 https://t.co/YulrS13wth|`|0|`|20160513_22|`|CNNPolitics|
|Donald Trump's women problem https://t.co/ltwxs8TvBH via @MaeveReston &amp; @ScottGloverCNN https://t.co/qcHM8bLRyn|`|0|`|20160513_21|`|CNNPolitics|
|President Obama shows support for making Election Day a holiday to increase voter turnout https://t.co/eserDSjDKg https://t.co/O3RCErH7gW|`|0|`|20160513_21|`|CNNPolitics|
|The first female combatant commander has been appointed to lead the US Northern Command https://t.co/nqayhiSVKq https://t.co/eN5KEhNGUY|`|0|`|20160513_21|`|CNNPolitics|
|The U.S. military is upping anti-ISIS activity in Libya https://t.co/Q9UnRcQwBL via @barbarastarrcnn https://t.co/h01STMQXMN|`|0|`|20160513_20|`|CNNPolitics|
|Photos reveal China has been rapidly building military outposts in the South China Sea https://t.co/qanVz0ybQf https://t.co/7tUZw85tXw|`|0|`|20160513_20|`|CNNPolitics|
|The Clinton Foundation rejects allegations it steered money to a for-profit company https://t.co/Ar3jjl7ZMB https://t.co/0DUJ1s9Vny|`|0|`|20160513_20|`|CNNPolitics|
|House Republicans prepare to vote on a spending package to combat the Zika virus https://t.co/TLSEXpKAMf https://t.co/Ohq2LKw4CH|`|0|`|20160513_19|`|CNNPolitics|
|Megyn Kelly previews her highly anticipated interview with Donald Trump https://t.co/YnMiMFIpKm via @DavidWright_CNN https://t.co/rIwQMaIjvR|`|0|`|20160513_19|`|CNNPolitics|
|Donald Trump says until he releases his tax returns, his tax rate is "none of your business" https://t.co/PT2fFp0Jv9 https://t.co/RCbIrs6OAA|`|0|`|20160513_19|`|CNNPolitics|
|President Obama shows support for making Election Day a holiday to increase voter turnout https://t.co/eserDSjDKg https://t.co/nLEYKJak7d|`|0|`|20160513_18|`|CNNPolitics|
|The Obama administration issues guidance on transgender access to school bathrooms https://t.co/Z0gE7K0OAU https://t.co/72yg2kB8ZT|`|0|`|20160513_18|`|CNNPolitics|
|U.S. official: ISIS declares a state of emergency in their self-declared capital https://t.co/H5bfYz5CRx https://t.co/WG2Cekzdpp|`|0|`|20160513_17|`|CNNPolitics|
|Carson on his role in Trump's campaign: "I don't want to be pigeon-holed into any one thing" https://t.co/6OZtrfIwim https://t.co/MMEvLaa6h3|`|0|`|20160513_17|`|CNNPolitics|
|Donald Trump meets with GOP senators ? and potential VP picks https://t.co/qalq1aumMG https://t.co/Xcg3mgh3Ch|`|0|`|20160513_17|`|CNNPolitics|
|Megyn Kelly previews her highly anticipated interview with Donald Trump https://t.co/YnMiMFIpKm via @DavidWright_CNN https://t.co/5jrLRxxJCd|`|0|`|20160513_16|`|CNNPolitics|
|Donald Trump's women problem https://t.co/ltwxs8TvBH via @MaeveReston &amp; @ScottGloverCNN https://t.co/QM7g2y85tH|`|0|`|20160513_16|`|CNNPolitics|
|President Obama will honor friendly ties to Nordic nations with a state dinner today https://t.co/3mHpfa12wb https://t.co/PzSxJ3TrQ5|`|0|`|20160513_16|`|CNNPolitics|
