|b'First on CNN: The FBI interviews Clinton aides including Huma Abedin as part of email probe https://t.co/pfow6gOKmE https://t.co/QFBNKs8nSe'|`|0|`|20160506_23|`|CNNPolitics|
|b"Bernie Sanders leaves the door open to being Hillary Clinton's VP https://t.co/yICN1OEWWE via @tomlobianco https://t.co/EdGHN5N9lr"|`|0|`|20160506_23|`|CNNPolitics|
|b'Bernie Sanders: "We\'re going to be in this until the last ballot is cast" https://t.co/6OZtrfIwim https://t.co/8m8uWnJeMc'|`|0|`|20160506_22|`|CNNPolitics|
|b'Saudi prince: Getting nukes is an option if Iran breaks the nuclear deal https://t.co/zFpyveC2Ux https://t.co/XxvBHMq1Mx'|`|0|`|20160506_22|`|CNNPolitics|
|b'How Ted Cruz was out-outsidered by Donald Trump https://t.co/hT1LMk0q9T via @betsy_klein https://t.co/9pCvvgaJqc'|`|0|`|20160506_22|`|CNNPolitics|
|b"Nebraska's Gov. Ricketts supports Trump despite his parents spending millions against Trump https://t.co/vhyWpFXHjx https://t.co/DQiMhGU81H"|`|0|`|20160506_21|`|CNNPolitics|
|b"Jeb Bush says he won't vote for Donald Trump in November https://t.co/16Ae20FB6f via @Karl_de_Vries https://t.co/axxAgNUdoA"|`|0|`|20160506_21|`|CNNPolitics|
|b".@mkraju is taking Q's live from AZ about Sen. John McCain's reelection bid, the state of the GOP and Donald Trump https://t.co/M51ZjaDhgp"|`|0|`|20160506_20|`|CNNPolitics|
|b'A Pentagon report says sexual assault cases in the military remain constant https://t.co/ooh1Bk0MTC https://t.co/k4Nt6jz9IT'|`|0|`|20160506_20|`|CNNPolitics|
|b'#Breaking: Jeb Bush says he will not vote for Donald Trump in November https://t.co/16Ae20FB6f'|`|0|`|20160506_20|`|CNNPolitics|
|b'Bernie Sanders says the Democratic convention is tilted in favor of Hillary Clinton https://t.co/D4Lx0I1vwJ https://t.co/Qrmfo4lOYR'|`|0|`|20160506_20|`|CNNPolitics|
|b'A small number of U.S. military personnel are on the ground in Yemen https://t.co/bTlsf3Qghz via @barbarastarrcnn https://t.co/066VUkCT5L'|`|0|`|20160506_20|`|CNNPolitics|
|b"CNN's @jimsciutto visits a nuclear submarine as deep-sea tensions with Russia grow https://t.co/JX5ozTZ7uV https://t.co/3z7M4bHSQS"|`|0|`|20160506_19|`|CNNPolitics|
|b'First on CNN: The FBI interviews Clinton aides including Huma Abedin as part of email probe https://t.co/pfow6gOKmE https://t.co/WDaTgDMdrZ'|`|0|`|20160506_19|`|CNNPolitics|
|b'RT @wolfblitzer: Please join me today when I interview @BernieSanders in the @CNNSitRoom https://t.co/ifvg37SGd7'|`|0|`|20160506_19|`|CNNPolitics|
|b'First on CNN: Dick Cheney says he will support Donald Trump https://t.co/rPEeU93um9 via @tomlobianco https://t.co/jPYdHJ1ZJ3'|`|0|`|20160506_19|`|CNNPolitics|
|b'#Breaking: Donald Trump will meet Thursday with Speaker Paul Ryan and top GOP congressional leaders soon https://t.co/m3XiXzcWXd'|`|0|`|20160506_18|`|CNNPolitics|
