|b'Donald Trump\'s campaign manager tells @NewDay, "We\'re going to win on the first ballot" https://t.co/6OZtrfIwim https://t.co/8PJHHYRuj0'|`|0|`|20160503_11|`|CNNPolitics|
|b'Donald Trump goes for the knockout blow against Ted Cruz in Indiana https://t.co/IRvPei9jnp #INPrimary https://t.co/iFgO6FC0az'|`|0|`|20160503_11|`|CNNPolitics|
|b'An American is killed after the enemy broke through Peshmerga lines in Iraq https://t.co/2EdEg5kzWI https://t.co/qxCErAjgwX'|`|0|`|20160503_11|`|CNNPolitics|
|b'RT @NewDay: Coming up at 7amET: Donald Trump campaign manager @CLewandowski_. Tune in ? https://t.co/Tk64moDxMr https://t.co/1zDqGYqm2g'|`|0|`|20160503_11|`|CNNPolitics|
|b"What to watch in Indiana's primary https://t.co/IRvPei9jnp via @ericbradner #INPrimary https://t.co/Wza48X694I"|`|0|`|20160503_10|`|CNNPolitics|
|b'CNN/ORC poll: Americans agree Hillary Clinton and Donald Trump are headed for a faceoff https://t.co/FfmMfL9Mso https://t.co/2IlFpfX5bi'|`|0|`|20160503_10|`|CNNPolitics|
|b'Former Notre Dame football coach Lou Holtz endorses Donald Trump ahead of the #INPrimary https://t.co/WAQrihOuiO https://t.co/HNaqvh5jIL'|`|0|`|20160503_10|`|CNNPolitics|
|b'Donald Trump zeroes in on the #INPrimary, predicting a Ted Cruz takedown https://t.co/m3ofQ40ZcH via @ericbradner https://t.co/hYHzYzrjZu'|`|0|`|20160503_09|`|CNNPolitics|
|b'Obama says the next president would likely follow his targeted approached to fighting terror https://t.co/fsVdiTFrGh https://t.co/rjNVAleFUF'|`|0|`|20160503_09|`|CNNPolitics|
|b"Hillary Clinton's and Bernie Sanders' campaign spar over joint fundraising efforts https://t.co/vXObc7dHOt https://t.co/xo8MYIcQIL"|`|0|`|20160503_08|`|CNNPolitics|
|b'President Obama barnstorms on TV for his stalled #SCOTUSnominee, Merrick Garland https://t.co/0au9A1vLVi https://t.co/uXtt5h5oO5'|`|0|`|20160503_08|`|CNNPolitics|
|b'The White House releases never-before-seen video from before and after the #BinLaden raid https://t.co/QaMB5VNXT4 https://t.co/WM5HcmDr6A'|`|0|`|20160503_07|`|CNNPolitics|
|b'What do Bernie Sanders, Ruth Bader Ginsburg, Chuck Schumer and Judge Judy have in common? https://t.co/piGpxB1EUP https://t.co/IdfcYDsjIp'|`|0|`|20160503_07|`|CNNPolitics|
|b"Senior Jeb Bush adviser Sally Bradshaw's new chapter: Opening an independent bookstore https://t.co/uXOvCei0tp https://t.co/90SzaJ73RI"|`|0|`|20160503_06|`|CNNPolitics|
|b'Hillary Clinton confronts her past coal comments in West Virginia https://t.co/RBeTRu0EHx via @danmericaCNN https://t.co/EdwZfU5TNb'|`|0|`|20160503_06|`|CNNPolitics|
|b"Josh Earnest defends Larry Wilmore's N-word use at White House Correspondents' Dinner https://t.co/4uOQ3wa9di #WHCD https://t.co/1TQKm80ydn"|`|0|`|20160503_05|`|CNNPolitics|
|b'Donald Trump mocks Ted Cruz for not helping VP pick Carly Fiorina when she fell off stage https://t.co/yUc1GduPP1 https://t.co/x6mYmyWsT7'|`|0|`|20160503_05|`|CNNPolitics|
|b'CNN/ORC poll: Broad majorities agree front-runners Trump and Clinton will be the nominees https://t.co/R6TTo1EIXE https://t.co/mfFDHdbkJQ'|`|0|`|20160503_04|`|CNNPolitics|
|b"Ted Cruz on Obama: He's got game https://t.co/efuh76Upg9 via @Luhby https://t.co/R8qypbLM0S"|`|0|`|20160503_03|`|CNNPolitics|
|b'Donald Trump mocks Ted Cruz for not helping VP pick Carly Fiorina when she fell off stage https://t.co/5j4e1i2wxp https://t.co/e4NThBYD26'|`|0|`|20160503_03|`|CNNPolitics|
|b"Senior Jeb Bush adviser Sally Bradshaw's new chapter: Opening an independent bookstore https://t.co/rQNfYjD3Jo https://t.co/Jd2UpLJdz5"|`|0|`|20160503_03|`|CNNPolitics|
|b'Have you had your #Nightcap?\n\nTed Cruz scrambles to reverse his fortunes in the #INPrimary https://t.co/cW9Vsd12zo https://t.co/YIHV1NzvJL'|`|0|`|20160503_02|`|CNNPolitics|
|b'Hillary Clinton confronts her past coal comments in West Virginia https://t.co/GyQZcl2HoS via @danmericaCNN https://t.co/O601R9V5Ir'|`|0|`|20160503_02|`|CNNPolitics|
|b'RT @caseycapachi: This Brooklyn high school produced @BernieSanders @JudgeJudy @chuckschumer ?https://t.co/UjzfecCZVM via @CNNPolitics http?'|`|0|`|20160503_02|`|CNNPolitics|
|b'The White House releases never-before-seen video from before and after the #BinLaden raid https://t.co/MD3JTWSVPX https://t.co/fk18t9YkzF'|`|0|`|20160503_02|`|CNNPolitics|
