|Pied flycatchers cross the Sahara by flying nonstop for days: https://t.co/193F7AVHKa #WorldMigratoryBirdDay https://t.co/1EFCAwVxYi|`|3|`|20160510_10|`|ScienceNews|
|Here?s the most detailed map ever of the planet Mercury: https://t.co/1QquQpcpOJ https://t.co/H25cKdvJkC|`|3|`|20160510_09|`|ScienceNews|
|When measuring lead in water, check the temperature: https://t.co/Gaef4z2gRp https://t.co/7WU0pcpcm9|`|3|`|20160510_03|`|ScienceNews|
|Scientists tie a link between the genome and the microbiome in Crohn?s disease: https://t.co/RTbyRuunPY https://t.co/3P46yaf2zF|`|3|`|20160510_01|`|ScienceNews|
|Just one North Dakotan oil and gas field is a key culprit in global ethane gas increase: https://t.co/TDjVMIS9Gz https://t.co/prldADFI3l|`|3|`|20160510_00|`|ScienceNews|
|He took one puff of synthetic pot and it killed him https://t.co/yBo3WUVu0Q|`|5|`|20160510_10|`|HuffPostCrime|
|Chilling video shows the exact moment a driver falls asleep at the wheel https://t.co/nhYsmwcGBP|`|5|`|20160510_08|`|HuffPostCrime|
|College postpones finals over car fire, "suspicious" note https://t.co/aEG14YNDsN|`|5|`|20160510_06|`|HuffPostCrime|
|ACLU sues to block Mississippi law that allows denying service to LGBT people https://t.co/7PuPfVntWp|`|5|`|20160510_04|`|HuffPostCrime|
|Mexican judge rules El Chapo can be extradited to the U.S. https://t.co/7nB2Dnt8wK|`|5|`|20160510_02|`|HuffPostCrime|
|The Antioch Review demonstrates why Mid-West kills queers from the inside out https://t.co/rPMpDUgKXf|`|5|`|20160510_00|`|HuffPostCrime|
|Remember Prince Harry's lost weekend in Vegas? Oh, how he's grown up since then... https://t.co/B61ezGyghf https://t.co/KJwj4rHHkg|`|4|`|20160510_01|`|YahooCelebrity|
|Check out the week's best celebrity photos so far.  https://t.co/7RHO2VMVCe #topshots https://t.co/WpH5TwOKOU|`|4|`|20160510_01|`|YahooCelebrity|
|Surprise! Ryan Gosling and Eva Mendes have reportedly welcomed their 2nd daughter! https://t.co/PE460Aulav https://t.co/APktlbUW47|`|4|`|20160510_00|`|YahooCelebrity|
