|b"Trump's takeover sparks a GOP war #InsidePolitics Sunday at 8 a.m. ET with @jmartNYT @mollyesque @RyanLizza @mj_lee https://t.co/IBeOtu65Ai"|`|0|`|20160507_23|`|CNNPolitics|
|b'Conservative leaders launch effort to find alternative to Trump https://t.co/4cBiATDlyF'|`|0|`|20160507_23|`|CNNPolitics|
|b"CNN's @jimsciutto visits a nuclear submarine as deep-sea tensions with Russia grow https://t.co/JX5ozTZ7uV https://t.co/rqxmvXAAAN"|`|0|`|20160507_23|`|CNNPolitics|
|b'President Obama shortens prison sentences for 58 more people https://t.co/is778bC7VD via @Kevinliptakcnn https://t.co/QLzUfrpOnG'|`|0|`|20160507_22|`|CNNPolitics|
|b"Trump says he was 'blindsided' by Ryan https://t.co/VTlW5xqD0T via @Karl_de_Vries"|`|0|`|20160507_22|`|CNNPolitics|
|b"Romney warns of 'demagogues' in commencement speech https://t.co/QSziVmufHo via @ericbradner"|`|0|`|20160507_22|`|CNNPolitics|
|b"Nebraska's Gov. Ricketts supports Trump despite his parents spending millions against Trump https://t.co/vhyWpGfib5 https://t.co/n429hAVDOy"|`|0|`|20160507_22|`|CNNPolitics|
|b"Donald Trump won't bail out Puerto Rico https://t.co/ATrvEACOOP via @CNNMoney https://t.co/Wd1H65Isr0"|`|0|`|20160507_21|`|CNNPolitics|
|b'Trump invokes Clinton impeachment in latest attack https://t.co/jNNlEDdgKX via @ericbradner'|`|0|`|20160507_21|`|CNNPolitics|
|b"Bernie Sanders leaves the door open to being Hillary Clinton's VP https://t.co/yICN1OWxOc via @tomlobianco https://t.co/yPBRXOZKBt"|`|0|`|20160507_21|`|CNNPolitics|
|b"Jeb Bush says he won't vote for Donald Trump in November https://t.co/16Ae20FB6f via @Karl_de_Vries https://t.co/RznjmB2y3A"|`|0|`|20160507_20|`|CNNPolitics|
|b'For John Kasich, it was about the journey https://t.co/sDHEOKnwOW via @CassieSpodak https://t.co/2cJpyjNjxD'|`|0|`|20160507_20|`|CNNPolitics|
|b"Barack Obama's last campaign https://t.co/IKVX0Hixsi via @StCollinson https://t.co/ZQKvBTv8IO"|`|0|`|20160507_19|`|CNNPolitics|
|b'President Obama at Howard University: "Passion is vital, but you got to have a strategy" https://t.co/syxwOaqGi7 https://t.co/8Jl13jsAWC'|`|0|`|20160507_19|`|CNNPolitics|
|b'Hillary Clinton congratulates the newly elected London mayor https://t.co/FqBWerr61r https://t.co/g0ayh6Zv8s'|`|0|`|20160507_18|`|CNNPolitics|
|b'Sign up for the @CNNPolitics Nightcap to get the latest news &amp; political buzz https://t.co/N8UVw7pyzT https://t.co/jINzisqk1w'|`|0|`|20160507_18|`|CNNPolitics|
|b"Bernie Sanders leaves the door open to being Hillary Clinton's VP https://t.co/yICN1OEWWE via @tomlobianco https://t.co/0NEaNy7qML"|`|0|`|20160507_17|`|CNNPolitics|
|b'Hillary Clinton wins the Guam Democratic caucuses, according to official party results https://t.co/WkQWAAJiqR https://t.co/4G1p9ojbOk'|`|0|`|20160507_17|`|CNNPolitics|
|b'#Breaking: Hillary Clinton wins the Guam Democratic caucuses https://t.co/6OZtrfIwim https://t.co/EPRAusBX6d'|`|0|`|20160507_16|`|CNNPolitics|
|b'Clinton calls on the media to step up its scrutiny of Trump https://t.co/bUbGceR9GL via @danmericaCNN https://t.co/lWQERhGMc5'|`|0|`|20160507_16|`|CNNPolitics|
|b'Bobby Jindal says he doesn\'t have "any plans" to attend the GOP convention this summer https://t.co/v7fbZEMipy https://t.co/rL1TvmTDdc'|`|0|`|20160507_15|`|CNNPolitics|
|b'Saudi prince: Getting nukes is an option if Iran breaks the nuclear deal https://t.co/zFpyveC2Ux https://t.co/cFmD7sjW0D'|`|0|`|20160507_15|`|CNNPolitics|
|b'First on CNN: Dick Cheney says he will support Donald Trump https://t.co/rPEeU93um9 via @tomlobianco https://t.co/dVwYRkVunH'|`|0|`|20160507_14|`|CNNPolitics|
|b'An American service member in Iraq has died of a non-combat injury https://t.co/qmte6stb4T https://t.co/GcHMDfZMHK'|`|0|`|20160507_14|`|CNNPolitics|
|b"Donald Trump won't bail out Puerto Rico https://t.co/ATrvEAldXh via @CNNMoney https://t.co/56qdg3mn7e"|`|0|`|20160507_13|`|CNNPolitics|
|b'For John Kasich, it was about the journey https://t.co/sDHEOK5VXo via @CassieSpodak https://t.co/0F0ARicQrS'|`|0|`|20160507_13|`|CNNPolitics|
|b"Barack Obama's last campaign https://t.co/IKVX0Hixsi via @StCollinson https://t.co/RxGbRtEDxj"|`|0|`|20160507_12|`|CNNPolitics|
|b'First on CNN: Rick Perry endorses Donald Trump for president https://t.co/XwvcJmWfEM via @DanaBashCNN https://t.co/Ea9anhGHbt'|`|0|`|20160507_12|`|CNNPolitics|
|b'Inside the ultra-competitive world of professional chess @readDanwrite https://t.co/AxbxZrGf6R https://t.co/12RWOD8Vav'|`|1|`|20160507_23|`|YahooFinance|
|b'Gundlach Warns: ?Prepare for a Trump presidency? @SallyPancakes https://t.co/YwaqoU02cj https://t.co/0Vkbfk9hB6'|`|1|`|20160507_23|`|YahooFinance|
|b'Takata airbag recall - Everything you need to know https://t.co/dFz4DKgxWG https://t.co/tmaAnHwp7M'|`|1|`|20160507_23|`|YahooFinance|
|b'Forget Google: Here are 5 awesome internships you should know about https://t.co/yHjKlj6n2k https://t.co/6flbkmHnaU'|`|1|`|20160507_22|`|YahooFinance|
|b'Amazon could be a $3 trillion company, says top VC - @SallyPancakes https://t.co/BhzpVHoopH https://t.co/qv3dL2TlkX'|`|1|`|20160507_22|`|YahooFinance|
|b'The Oculus Rift is coming to Best Buy May 7th https://t.co/ZgfRweupTO https://t.co/xfphx3WXX7'|`|1|`|20160507_22|`|YahooFinance|
|b'Elon Musk is trying to achieve something the world has never seen before @bySamRo $TSLA https://t.co/h09DCf9KlN https://t.co/lpkMynfpit'|`|1|`|20160507_21|`|YahooFinance|
|b"Dairy Queen CEO: What it's really like to work for @WarrenBuffett https://t.co/vioRkMck6s https://t.co/G3bsyWidi1"|`|1|`|20160507_21|`|YahooFinance|
|b"Carson Block: This bank's business model is 'a** backward? @SallyPancakes https://t.co/CGctuYfOBW https://t.co/XPRguWuBNR"|`|1|`|20160507_21|`|YahooFinance|
|b'The Saudis may know something about oil the rest of us don?t https://t.co/nHHyYiYsSE https://t.co/DD7TiSE4ox'|`|1|`|20160507_21|`|YahooFinance|
|b"Here's what Warren Buffett thinks of Theranos and its star-studded board https://t.co/foZ6BZnHK1 https://t.co/10jhDfIurR"|`|1|`|20160507_20|`|YahooFinance|
|b'How a 13-year-old girl got to talk stocks with Warren Buffett and golf with Rory McIlroy https://t.co/SU9GlULn5v https://t.co/ni020H9nHo'|`|1|`|20160507_20|`|YahooFinance|
|b'IRS now pegs tax cheating by Americans at $458 Billion annually https://t.co/ib5nFg07Id https://t.co/JPP4H0hlbD'|`|1|`|20160507_19|`|YahooFinance|
|b"What Wall Street took away from Berkshire Hathaway's annual meeting https://t.co/gLU8zeJ8gv https://t.co/CRmWRHDW2G"|`|1|`|20160507_19|`|YahooFinance|
|b'The on-demand economy is transforming summer jobs https://t.co/pJI801E7T1 https://t.co/qeaALJ9TEd'|`|1|`|20160507_18|`|YahooFinance|
|b'In a divorce, who gets to keep the family dog? https://t.co/7MzqyGsFOh https://t.co/xVrt4c5Z3h'|`|1|`|20160507_18|`|YahooFinance|
|b"A third of newlyweds are in the dark about their spouse's finances https://t.co/d7mqsdOcpG https://t.co/4MuwbXGSSF"|`|1|`|20160507_17|`|YahooFinance|
|b'These hedge funders are dismayed at the presidential race https://t.co/lZMEDCNMpH https://t.co/RkLT7bwyNP'|`|1|`|20160507_17|`|YahooFinance|
|b'You can live-stream the Kentucky Derby in virtual reality https://t.co/pLtbaK6wrI https://t.co/YNK7WnxNCx'|`|1|`|20160507_16|`|YahooFinance|
|b'How to raise the next Mark Zuckerberg https://t.co/TLQ5HmlAFU https://t.co/Fp42AHYptf'|`|1|`|20160507_15|`|YahooFinance|
|b'5 thoughtful Mother?s Day gifts for under $20 https://t.co/2BNuKvzG7r https://t.co/dcdgl073Ey'|`|1|`|20160507_15|`|YahooFinance|
|b'Giddy up! You can live-stream the Kentucky Derby in virtual reality https://t.co/BwVfNMY7dV https://t.co/ASgcxWY3Ir'|`|1|`|20160507_14|`|YahooFinance|
|b"What it's like to wear $10 million of Borsheims jewelry https://t.co/tV6UNWuRUx $BRKA $BRKB @nicoleusinclair https://t.co/Z5XA1aRr4g"|`|1|`|20160507_14|`|YahooFinance|
|b'Why your high school kid should definitely take a gap year https://t.co/gVsYg9TpJS https://t.co/LsbDPhtXHp'|`|1|`|20160507_13|`|YahooFinance|
|b'The Super Bowl of sailing @americascup begins today in NYC! @melodyhahm set sail with @jspithill of @oracleteamusa https://t.co/GHQWlnLAsU'|`|1|`|20160507_13|`|YahooFinance|
|b"13 key moments from Berkshire Hathaway's annual shareholder meeting https://t.co/fMnsKxYUbw https://t.co/3gBSMxssNi"|`|1|`|20160507_12|`|YahooFinance|
|b'Hedge funds?there are too many of them and most of them are lousy @SallyPancakes https://t.co/tI6qa7pXC7 https://t.co/Sd2xrmAcjS'|`|1|`|20160507_12|`|YahooFinance|
