|Mr. Trump goes to Washington  https://t.co/kuDUDorR18 via @jmoorheadcnn https://t.co/UfzOm2Jkqe|`|0|`|20160512_23|`|CNNPolitics|
|Donald Trump and GOP leaders bury the hatchet on a bizarre day https://t.co/JUB9TkIqt7 via @StCollinson https://t.co/DE1dKwzDGQ|`|0|`|20160512_23|`|CNNPolitics|
|Andrews Air Force base goes into lockdown after a bomb scare https://t.co/UWKlbUMW39 https://t.co/3ifYotD6h8|`|0|`|20160512_23|`|CNNPolitics|
|Meet Donald Trump's Chinese fans https://t.co/81tqcDFe5p https://t.co/FGAg8fL5Zp|`|0|`|20160512_23|`|CNNPolitics|
|The U.S. Navy fires the officer who oversaw the sailors detained by Iran https://t.co/liTKzujNhG https://t.co/0kCKtcsqYv|`|0|`|20160512_22|`|CNNPolitics|
|Donald Trump meets with GOP senators ? and potential VP picks https://t.co/qalq1aumMG https://t.co/g2mQb8yqc1|`|0|`|20160512_22|`|CNNPolitics|
|#Breaking: The U.S. Navy officer who oversaw the 10 sailors captured and briefly detained by Iran has been fired https://t.co/j2mq80iYru|`|0|`|20160512_22|`|CNNPolitics|
|A member of the 9/11 commission says there's evidence Saudi officials helped al Qaeda https://t.co/yQfGeeHpiJ https://t.co/yiBj3QzntA|`|0|`|20160512_22|`|CNNPolitics|
|Donald Trump disavows his longtime butler after he called for President Obama to be killed https://t.co/7zGLthJYVo https://t.co/zt7Am9tujN|`|0|`|20160512_21|`|CNNPolitics|
|In Las Vegas, the #SALTConference brings high finance, big stars... and Trump talk https://t.co/8yOxV7Wfy9 https://t.co/L8tgPcWzih|`|0|`|20160512_21|`|CNNPolitics|
|Reince Priebus on Paul Ryan and Donald Trump: "It's now in their hands" https://t.co/XvkAqwSBcX https://t.co/hAZ6B11thq|`|0|`|20160512_21|`|CNNPolitics|
|Reince Priebus: The meeting between Paul Ryan and Donald Trump was "extremely positive" https://t.co/XvkAqwSBcX https://t.co/qObmguD8cA|`|0|`|20160512_21|`|CNNPolitics|
|President Obama and his allies appear ready to declare a winner in the Democratic race https://t.co/ue0xf6SIbW https://t.co/YoD5m16vod|`|0|`|20160512_20|`|CNNPolitics|
|The U.S. launches a long-awaited missile defense shield in Europe https://t.co/Z07YnwNrhI via @rabrowne75 https://t.co/o4nV4sXDik|`|0|`|20160512_20|`|CNNPolitics|
