|Lead contamination in drinking water changes with the seasons: https://t.co/WoIl7daLWl https://t.co/7NO8xtAKE9|`|3|`|20160508_11|`|ScienceNews|
|Stored-up heat fueled the start of the 2015?2016 extreme El Ni?o: https://t.co/tfAsL1YSy5 https://t.co/cwEKFcmK58|`|3|`|20160508_10|`|ScienceNews|
|Gun laws vary dramatically across the United States: https://t.co/JG3KF3pZSn https://t.co/E3fUWjHaTY|`|3|`|20160508_02|`|ScienceNews|
|Ketamine?s magic comes from its breakdown product: https://t.co/QOTb2z5jYe https://t.co/YrZ0NrnDn6|`|3|`|20160508_00|`|ScienceNews|
|Drowsy driver crashes into school bus, snarling Boston traffic for hours https://t.co/nfT3UcQJw8|`|5|`|20160508_10|`|HuffPostCrime|
|A police officer in this school allegedly choked and body-slammed kids https://t.co/LmvrSQvveb|`|5|`|20160508_08|`|HuffPostCrime|
|Fitness instructor received "creepy" message before her murder https://t.co/jlIXjwJdL4|`|5|`|20160508_06|`|HuffPostCrime|
|FBI says Michigan man sprayed poison on open food in grocery stores https://t.co/LYGA6pjLbo|`|5|`|20160508_04|`|HuffPostCrime|
|Artist honors the black mothers who?ve lost their sons to police brutality https://t.co/2Ry7sojUkx|`|5|`|20160508_00|`|HuffPostCrime|
|Can spot Justin Bieber's new tiny face tattoo?! https://t.co/8lnLiXKCBn https://t.co/COOWjwLYaQ|`|4|`|20160508_04|`|YahooCelebrity|
|#RichKids stars Morgan Stewart and Brendan Fitzpatrick are married! ?? https://t.co/KOCLNHNAS9 https://t.co/sE3u1LZ4Hq|`|4|`|20160508_02|`|YahooCelebrity|
