|b'Hillary Clinton turns her attention to Trump after he claims the presumptive nominee mantle https://t.co/bBXjtWMJCI https://t.co/zt4K8KAdv5'|`|0|`|20160504_11|`|CNNPolitics|
|b'RNC Chairman Reince Priebus says, "It\'s time to unite, it\'s time to come together" https://t.co/cUYE4UVbFp  https://t.co/LN0kGk5PP9'|`|0|`|20160504_11|`|CNNPolitics|
|b'RNC Chairman Reince Priebus tells @NewDay he was "surprised" that Ted Cruz dropped out https://t.co/Epjo1GQ3ez https://t.co/vmFRQTTJF6'|`|0|`|20160504_11|`|CNNPolitics|
|b'RNC chair on Trump: "Something different, something new is probably good for our party" https://t.co/PWEoOblg0y  https://t.co/aV6h85EHl6'|`|0|`|20160504_11|`|CNNPolitics|
|b'The Republican Party wakes up to a Donald Trump victory ? and plenty of questions https://t.co/cUYE4UVbFp https://t.co/erkSdaIhV1'|`|0|`|20160504_11|`|CNNPolitics|
|b'Top U.S. intel official: #ISIS can stage Europe-style attacks in the U.S. https://t.co/UXmHv4StYx via @NicoleCNN https://t.co/hn2wvplEBb'|`|0|`|20160504_11|`|CNNPolitics|
|b'CNN/ORC poll: Hillary Clinton leads Donald Trump by double-digits at the starting gate https://t.co/znfUv1Sj86 https://t.co/i0FbKzhC1K'|`|0|`|20160504_10|`|CNNPolitics|
|b"Ted Cruz is out, but John Kasich isn't going anywhere https://t.co/hlgZuKQV9M https://t.co/4SldUoFdC2"|`|0|`|20160504_10|`|CNNPolitics|
|b'McConnell allies push through an establishment candidate in the Indiana Senate primary https://t.co/7o6HoVxTtt https://t.co/TqmAsbShTG'|`|0|`|20160504_10|`|CNNPolitics|
|b'ICYMI: Ted Cruz drops his presidential bid https://t.co/Epjo1GQ3ez via @MaeveReston https://t.co/jIs751cuME'|`|0|`|20160504_10|`|CNNPolitics|
|b'The Ted Cruz meltdown https://t.co/0U0KeNLaD5 via @ericbradner\n&amp; @mj_lee https://t.co/x6d0zt7eAK'|`|0|`|20160504_09|`|CNNPolitics|
|b'Former Reagan campaign manager Ed Rollins joins a pro-Trump super PAC https://t.co/c8Mvzm2xcH via @JDiamond1 https://t.co/U1todibSHq'|`|0|`|20160504_09|`|CNNPolitics|
|b'#INPrimary exit polls: About 40% of voters say the economy is their top issue https://t.co/U3MvstjZCZ https://t.co/zUFWr0gsgl'|`|0|`|20160504_08|`|CNNPolitics|
|b"Bobby Jindal says he'd vote for Trump over Clinton but that he won't be happy about it https://t.co/8FUdnF5ndl https://t.co/2jed0Q7NDL"|`|0|`|20160504_08|`|CNNPolitics|
|b'The website "Bring Eddy Home" challenges the government\'s narrative against an alleged spy https://t.co/U1XVzGC2gx https://t.co/nbNskVGWOp'|`|0|`|20160504_07|`|CNNPolitics|
|b"One of John McCain's former top advisers says he'd back Hillary Clinton over Donald Trump https://t.co/9XbhEff6mY https://t.co/co7Da4HmXX"|`|0|`|20160504_07|`|CNNPolitics|
|b'A paraplegic former Olympian says she was "humiliated" after a TSA pat-down https://t.co/gY1BmEz3eh https://t.co/v44Vb1E3Vi'|`|0|`|20160504_06|`|CNNPolitics|
|b'Hillary Clinton struggles with namesake county voters https://t.co/16YEdrt7Iu via @danmericaCNN https://t.co/tJhAJeeSTG'|`|0|`|20160504_06|`|CNNPolitics|
|b"Hillary Clinton's and Bernie Sanders' campaign spar over joint fundraising efforts https://t.co/j1h0pXRjOj https://t.co/lRKSz9zvQG"|`|0|`|20160504_06|`|CNNPolitics|
|b'The anti-Trump movement spent upwards of $75M and ultimately lost https://t.co/zyEYxHUiEJ https://t.co/TLDPRr5eFb'|`|0|`|20160504_05|`|CNNPolitics|
|b"Hillary Clinton backs West Virginia Sen. Joe Manchin's plan to tax opioids https://t.co/IsaB8xZIFy https://t.co/yl51CAZDg4"|`|0|`|20160504_05|`|CNNPolitics|
|b'Bernie Sanders: "We will continue to fight uphill" https://t.co/Cab8Ptc6WE via @moody https://t.co/4Opq62zDCc'|`|0|`|20160504_05|`|CNNPolitics|
|b'Elizabeth Warren says Donald Trump "built his campaign on racism" https://t.co/YoZ19tCsbD via @sophie_tatum https://t.co/bH8CawVMwX'|`|0|`|20160504_04|`|CNNPolitics|
|b'Here are 13 "Parks and Recreation" GIFs that perfectly describe the #IAPrimary https://t.co/jjQHzKayB4 https://t.co/jemEXJWXPg'|`|0|`|20160504_04|`|CNNPolitics|
|b"Donald Trump's win ends the talk of contested GOP convention https://t.co/5lYMURbF10 via @moody https://t.co/qSR1IUihPX"|`|0|`|20160504_04|`|CNNPolitics|
|b'The road to 270: The electoral college map https://t.co/S5WRMSix2A via @DavidChalian https://t.co/UJUdLl9Kma'|`|0|`|20160504_04|`|CNNPolitics|
|b'Donald Trump is the nominee, and four other takeaways from the Indiana primary https://t.co/PWEoOblg0y https://t.co/qB8FRxCxxf'|`|0|`|20160504_03|`|CNNPolitics|
|b"Some Republicans say they won't vote for Donald Trump https://t.co/tRStMwCAmm via @sophie_tatum https://t.co/jRrExvVuKC"|`|0|`|20160504_03|`|CNNPolitics|
|b'RT @diannaheitz: Here are how some #NeverTrump Republicans reacted when Donald Trump became the presumptive nominee https://t.co/SZT5jHwFcm'|`|0|`|20160504_03|`|CNNPolitics|
|b'Sanders after winning the #INPrimary: "I think we\'re going to win some more good victories" https://t.co/6OZtrfIwim https://t.co/ZPkVTn2TEr'|`|0|`|20160504_03|`|CNNPolitics|
|b'A Navy SEAL is killed in Iraq after ISIS breaks through Peshmerga lines https://t.co/gmJaucZgeS https://t.co/lh63u87BOW'|`|0|`|20160504_03|`|CNNPolitics|
|b'Here are 13 "Parks and Recreation" GIFs that perfectly describe the #INPrimary https://t.co/jjQHzKayB4 https://t.co/OFGTVBMXeK'|`|0|`|20160504_03|`|CNNPolitics|
|b"Ted Cruz is out, but John Kasich isn't going anywhere https://t.co/hlgZuKQV9M https://t.co/I5ff9ekPXO"|`|0|`|20160504_02|`|CNNPolitics|
|b'Sheldon Silver, a former N.Y. Assembly speaker, is sentenced to prison https://t.co/THtrjxmxJx https://t.co/xQUkTSBEOM'|`|0|`|20160504_02|`|CNNPolitics|
|b"RT @News_with_Love: Worth re-upping this @CNNPolitics piece:\nWhy I'm voting for Donald Trump https://t.co/chmnubPFPI"|`|0|`|20160504_02|`|CNNPolitics|
|b'.@JohnKingCNN breaks down the electoral vote ahead of the general election #MagicWall https://t.co/IRQKHZnme5 https://t.co/25ujld30D8'|`|0|`|20160504_02|`|CNNPolitics|
|b'McConnell allies push through an establishment candidate in the Indiana Senate primary https://t.co/7o6HoVxTtt https://t.co/E6Endy5zP9'|`|0|`|20160504_02|`|CNNPolitics|
|b'Donald Trump is the presumptive GOP nominee, and Bernie Sanders takes Indiana https://t.co/pUIyFJTeoy https://t.co/AtoL9EV2Of'|`|0|`|20160504_01|`|CNNPolitics|
|b'Donald Trump: "We have to bring unity" to the Republican Party https://t.co/AsHZHEKlDl https://t.co/CySGDslp85'|`|0|`|20160504_01|`|CNNPolitics|
|b'Donald Trump: Ted Cruz ?is one hell of a competitor? https://t.co/mtvWymWt7V https://t.co/suQTgvmSEx'|`|0|`|20160504_01|`|CNNPolitics|
|b'Donald Trump talks about his #INPrimary win: "The people of Indiana have been incredible" https://t.co/Jybt6m7mSl https://t.co/KxzOJhT653'|`|0|`|20160504_01|`|CNNPolitics|
