|Summer months bring warm weather and increased lead contamination: https://t.co/WmxW5UhtB8 https://t.co/ZgCV4B5E73|`|3|`|20160511_10|`|ScienceNews|
|Flyovers of the Bakken oil &amp; gas field reveal that it releases a big chunk of the world?s ethane emissions: https://t.co/JBOnrCB8MB|`|3|`|20160511_02|`|ScienceNews|
|Mosses might ride on birds? wings from the Arctic to South America: https://t.co/8k6PsK8qiN #WorldMigratoryBirdDay https://t.co/Z5tOQ5wofI|`|3|`|20160511_01|`|ScienceNews|
|Smoking woman's public sex sets world on fire (NSFW) https://t.co/aIuiXb8T6g|`|5|`|20160511_10|`|HuffPostCrime|
|Guy takes 3 days to realize he shot himself https://t.co/0flcCfkINt|`|5|`|20160511_08|`|HuffPostCrime|
|Here?s a good reason for the Fourth Amendment to apply to immigration courts https://t.co/HNlEFdVcpv|`|5|`|20160511_06|`|HuffPostCrime|
|Fugitive on the lam for 48 Years nabbed in Conn. https://t.co/7UDAAXWZAy|`|5|`|20160511_04|`|HuffPostCrime|
|Colleges pressured by feds to avoid asking about criminal records on applications https://t.co/nexh5lw5gZ|`|5|`|20160511_03|`|HuffPostCrime|
|Ferguson?s new police chief: "I?ve been training for Ferguson my entire life" https://t.co/ufNuSnPHWn|`|5|`|20160511_01|`|HuffPostCrime|
|Detroit police searching for missing 20-year-old who suffers from mental health issues https://t.co/6LfEJwZiJl|`|5|`|20160511_02|`|CrimeInTheD|
|Police: Missing 77-Year-Old Last Seen On Detroit?s West Side https://t.co/VYxycrn2CS|`|5|`|20160511_02|`|CrimeInTheD|
|Police: Man detained outside @taylorswift13's NYC home https://t.co/ROpCUh1M5K https://t.co/TkplCvmPN3|`|4|`|20160511_11|`|YahooCelebrity|
|Oprah, Usher and more celeb pics of the day https://t.co/7RHO2VMVCe #topshots #badoscarjokes https://t.co/afXX05V7Os|`|4|`|20160511_03|`|YahooCelebrity|
|Some of #MarilynMonroe's belongings are up for auction ? including her used lipstick ?? https://t.co/Xw85e77ZOK https://t.co/pVpMXhsl3I|`|4|`|20160511_02|`|YahooCelebrity|
|Aaron Carter once made millions, but now @VictorAntonio estimates he makes $33K per year   https://t.co/d6cA95gqzB https://t.co/7r1FEpwuVz|`|4|`|20160511_00|`|YahooCelebrity|
