|Trump University heartily touts a book explicitly designed to help people avoid taxes https://t.co/H1H48lZ4jr https://t.co/6C9Zrr19Km|`|0|`|20160518_11|`|CNNPolitics|
|RT @NewDay: 5 takeaways from Kentucky and Oregon https://t.co/bPj2Krmvi2 https://t.co/YQj1kR2tbA|`|0|`|20160518_11|`|CNNPolitics|
|CUNY study shows low Latino political representation in the South https://t.co/2LMRaq9KEy https://t.co/AmCpqwAiiR|`|0|`|20160518_11|`|CNNPolitics|
|How to avoid paying taxes: Top 10 list of Trump University-approved strategies https://t.co/SA5duNazuF https://t.co/685FYm0NaY|`|0|`|20160518_11|`|CNNPolitics|
|DNC Chairwoman @DWStweets on CNN's @NewDay: "No one should be subjected to death threats" https://t.co/jRosSlpsGC https://t.co/GemX8wqzby|`|0|`|20160518_10|`|CNNPolitics|
|.@DWStweets explains the DNC response to Bernie Sanders' campaign after Nevada's convention https://t.co/jRosSlpsGC https://t.co/VU37XkzW7q|`|0|`|20160518_10|`|CNNPolitics|
|Privacy hawks in Congress prep their last stand against @TheJusticeDept's hacking rule https://t.co/bgtbmTF7P2 https://t.co/wDUHDwxK6U|`|0|`|20160518_10|`|CNNPolitics|
|Nasty, multibillion-dollar general election campaign begins https://t.co/rB1ok7YklW via @danmericaCNN &amp; @MaeveReston https://t.co/U8SV3vXt6v|`|0|`|20160518_10|`|CNNPolitics|
|Sanders wins in #ORPrimary, and Clinton squeaks by in #KYPrimary, CNN projects https://t.co/KlbIxGNBpp https://t.co/Qpm0unfBf6|`|0|`|20160518_10|`|CNNPolitics|
|5 takeaways from the Kentucky and Oregon primaries https://t.co/J6TvtzZqt8 via @ericbradner #KYPrimary #ORPrimary https://t.co/ey2gFG1sNO|`|0|`|20160518_10|`|CNNPolitics|
|The #KYPrimary in 60 seconds https://t.co/AXsb5yti9s via @brennawilliams https://t.co/W3YnzjyS6z|`|0|`|20160518_09|`|CNNPolitics|
|The battle between Bernie Sanders and the Democratic establishment boils over https://t.co/FQ6qZaQcNY via @moody https://t.co/SilcJoxMif|`|0|`|20160518_09|`|CNNPolitics|
|A woman's obituary trolls the 2016 election https://t.co/nDwIZl27Mc via @DaniellaMicaela https://t.co/V3h9iwBZdG|`|0|`|20160518_08|`|CNNPolitics|
|Here's why J.K. Rowling doesn't want Donald Trump banned from the U.K. https://t.co/XAdJijheUm https://t.co/c4URY3vymC|`|0|`|20160518_07|`|CNNPolitics|
|Democrats fear a Bernie Sanders revolt could upend the Democratic convention https://t.co/LELXKznoEZ via @mkraju https://t.co/jCH96IcHTc|`|0|`|20160518_07|`|CNNPolitics|
|If the Democratic Party changed its superdelegate rules, Clinton would still lead Sanders https://t.co/AphUzw4dWj https://t.co/CLYT0g5XRK|`|0|`|20160518_07|`|CNNPolitics|
|Bryan Cranston: "I believe Donald Trump loves this country" https://t.co/EwcOhwtXV8 https://t.co/NmoxFzhw7O https://t.co/TMe9UWstfg|`|0|`|20160518_06|`|CNNPolitics|
|Donald Trump plans to meet with Henry Kissinger https://t.co/ZK1FVvg6oS via @KristenhCNN https://t.co/Wiv9w1QKcr|`|0|`|20160518_06|`|CNNPolitics|
|Hillary Clinton finally wins a namesake county https://t.co/4HADEoUOC4 https://t.co/KCwBrD3sLv|`|0|`|20160518_05|`|CNNPolitics|
|5 takeaways from the Kentucky and Oregon primaries https://t.co/J6TvtzZqt8 via @ericbradner #KYPrimary #ORPrimary https://t.co/RfqI2oVhyt|`|0|`|20160518_05|`|CNNPolitics|
|RT @ericbradner: Takeaways from the Kentucky and Oregon primaries: 
https://t.co/4Xx7xTkPjZ|`|0|`|20160518_05|`|CNNPolitics|
|Nevada Democratic chair speaks about threats she has received since the state convention https://t.co/6OZtrfIwim https://t.co/2mCdGnTAUJ|`|0|`|20160518_05|`|CNNPolitics|
|The Senate OKs a bill to let 9/11 families sue Saudi Arabia https://t.co/vr4JCHVvnF https://t.co/3ifSeGzNH8|`|0|`|20160518_05|`|CNNPolitics|
|Hillary and Bill Clinton earned more than $6.7 million from paid speeches in 2015 https://t.co/a0rR4yykWb https://t.co/4RoMjRGwqD|`|0|`|20160518_04|`|CNNPolitics|
|Donald Trump says he'd be willing to speak with North Korean leader Kim Jong Un https://t.co/B8UwGML0bx https://t.co/UZNnSmKr6e|`|0|`|20160518_04|`|CNNPolitics|
|Sanders wins in #ORPrimary, and Clinton squeaks by in #KYPrimary, CNN projects https://t.co/KlbIxGNBpp https://t.co/KftZ9U03sa|`|0|`|20160518_04|`|CNNPolitics|
|The #KYPrimary in 60 seconds https://t.co/AXsb5yti9s via @brennawilliams https://t.co/LVFTLUEcuX|`|0|`|20160518_04|`|CNNPolitics|
|Donald Trump and the RNC announce a joint fundraising deal https://t.co/peWbu5tjR4 via @ericbradner https://t.co/MRND7lzbmL|`|0|`|20160518_04|`|CNNPolitics|
|CNN projects Hillary Clinton will win the Kentucky Democratic primary https://t.co/DkPyle0Wrv https://t.co/arHQJyfKA2|`|0|`|20160518_03|`|CNNPolitics|
|Stand by for #CNNelection projection https://t.co/DkPyle0Wrv https://t.co/CGUaAq9Tri|`|0|`|20160518_03|`|CNNPolitics|
|Bernie Sanders will win the #ORPrimary, CNN projects. https://t.co/KlbIxGNBpp https://t.co/Q49vzCcRtG|`|0|`|20160518_03|`|CNNPolitics|
|CNN projects Bernie Sanders will win the Oregon Democratic primary https://t.co/DkPyle0Wrv https://t.co/ls7Uo3fpZN|`|0|`|20160518_03|`|CNNPolitics|
|Stand by for a #CNNelection projection https://t.co/DkPyle0Wrv https://t.co/KSWaZ7gilR|`|0|`|20160518_03|`|CNNPolitics|
|Sanders: "I say to the leadership of the Democratic party, open the doors" https://t.co/FQ6qZaQcNY https://t.co/Gjtyl4Aw0T|`|0|`|20160518_03|`|CNNPolitics|
|Bernie Sanders: "We are in 'til the last ballot is cast" https://t.co/KlbIxGNBpp https://t.co/4kjuXWmBZL|`|0|`|20160518_03|`|CNNPolitics|
|RT @ElizLanders: "Let me also say a word of thanks to the people pf KY," @BernieSanders, adding that he'll get about half of the delegates?|`|0|`|20160518_03|`|CNNPolitics|
|Bernie Sanders takes the stage at a California rally. Watch live: https://t.co/vvTu8OkbQ4 https://t.co/XDqUIIkobt|`|0|`|20160518_03|`|CNNPolitics|
|CNN projects Donald Trump will win the Oregon Republican primary https://t.co/DkPyle0Wrv https://t.co/MX3VmiwvCg|`|0|`|20160518_03|`|CNNPolitics|
|The battle between Bernie Sanders and the Democratic establishment boils over https://t.co/FQ6qZaQcNY via @moody https://t.co/hW8LcFXeHL|`|0|`|20160518_03|`|CNNPolitics|
|The polls in Oregon have closed. Get the latest results for the #ORPrimary here: https://t.co/7LAPyC17Zg https://t.co/5I0cgRziAu|`|0|`|20160518_03|`|CNNPolitics|
|Hillary and Bill Clinton earned more than $6.7 million from paid speeches in 2015 https://t.co/a0rR4yykWb https://t.co/4RfbuteMPX|`|0|`|20160518_02|`|CNNPolitics|
|France delays Israeli-Palestinian peace talks so U.S. officials can attend https://t.co/ake9VJsPII via @NicoleCNN https://t.co/Dq2k4BbUD8|`|0|`|20160518_02|`|CNNPolitics|
|Kentucky secretary of state: It appears Clinton will be "unofficial winner" of #KYPrimary https://t.co/KlbIxGNBpp https://t.co/6YPc0DYjF9|`|0|`|20160518_02|`|CNNPolitics|
|Kentucky secretary of state: I believe Kentucky will be in the "win column" for Clinton https://t.co/KlbIxGNBpp https://t.co/y1AaH22RBV|`|0|`|20160518_02|`|CNNPolitics|
|DNC chair: Bernie Sanders' response to the Nevada convention "added more fuel to the fire" https://t.co/4GurMKu6eS https://t.co/ByUlyb6i8e|`|0|`|20160518_02|`|CNNPolitics|
|DNC chair: Sanders should "take steps to prevent" violence and threats https://t.co/4GurMKu6eS https://t.co/dFhmYwqNgU|`|0|`|20160518_02|`|CNNPolitics|
|DNC chair: "I was deeply disturbed" by what happened at the Nevada convention https://t.co/4GurMKu6eS https://t.co/AeXcdYc86e|`|0|`|20160518_02|`|CNNPolitics|
|Hillary Clinton and Bernie Sanders are running a close race in the #KYPrimary https://t.co/KlbIxGNBpp https://t.co/k5e7vFsmjE|`|0|`|20160518_01|`|CNNPolitics|
|.@DavidChalian explains a jump in the election results. For updates, look here: https://t.co/lL5Pi7ZfzB https://t.co/1BIpLlmE3k|`|0|`|20160518_01|`|CNNPolitics|
|Hillary Clinton finally wins a namesake county https://t.co/4HADEoUOC4 https://t.co/TyTBP9lxtL|`|0|`|20160518_01|`|CNNPolitics|
|RT @DavidMarkDC: Hillary Clinton finally wins a namesake county @CNNPolitics https://t.co/8q7XD4QKRI|`|0|`|20160518_01|`|CNNPolitics|
|It's too close to call between Sanders and Clinton in the #KYPrimary. Results here: https://t.co/lL5Pi7ZfzB https://t.co/nJl2lp38kY|`|0|`|20160518_01|`|CNNPolitics|
